review
"教授建议：科研人员要有一些庸俗的爱好，何为庸俗，何为低俗？ 。前段时间一位杰出科学家不幸去世，前几年有次在某校主楼西侧的公告栏里竟然同时贴了三张讣告，分别是30多岁、40多岁、50多岁，对家庭对国家都是巨大的损失。近年来正值壮年的科研人员突然的逝去，总会在短时间内引起一些波澜，但是过后好像又什么都没有改变。科研人员面对的压力，与社会公众对科研人员的工作想象相去甚远，很多人认为，大学老师课少、经费多，到处逛来逛去的，哪来的压力。对于普通的科研人员来说，每天不是论文就是项目，还要应对各种考评、表格、报账事务，不胜其烦，但又无力跳出，或者说不愿意跳出，毕竟受了这么长时间的教育和科研训练，还总是想着能坚持做点事。因此，很多人一方面抱怨，一方面咬着牙坚持。从学校的... 基金申请 经验体会"""
"感觉全世界都知道结果了，就我们这些没消息的在小木虫瞎琢磨 。感觉全世界都知道结果了，就我们这些没消息的在小木虫瞎琢磨 基金申请 自然科学基金申报  小木虫 论坛"""
"散尽，祈福面上！ 。散尽，祈福面上！ 基金申请 祈福道贺  小木虫 论坛"""
"四战青基，祈福拿到 。普通三乙专科医院主治医师，代表作三篇2-3分三区SCI、两篇中华，去年从医学口转到了生命科学口。祈福拿到青基 基金申请 祈福道贺"""
"求助论文收录引用问题 。小白求教论文查收查引问题：1.用wos核心合集直接查非sci论文引用，出具的报告里能看到论文收录情况（发表年份期刊等等）吗？2.使用了sci他引数据库了的论文，是不是就不需要再查询wos他引了？sci引用是按谷歌学术来的还是wos来的呢？ 基金申请 疑难解答"""
"时间戳的问题 。为啥我的时间戳还是三月份没变啊我慌了申请了不同学部的面上和青年俩都没变化就是申请那天 基金申请 自然科学基金申报"""
"散1000金给大家降降温 。去年自信满满，但是一直没消息（周边有知道的），觉得是没被专家看到，最后结果连会也没上，明显有给C的。今年重复去年的故事，组内中的有消息了，参加婚宴时领导说漏嘴了，说明年继续努力~~，也不再抱有希望了，个人认为本子已经打磨到能力的极致了，以后会越来越难，得考虑做点新方向了。祝还没知道消息的虫友好运，没有消息就是好消息 基金申请 祈福道贺"""
"关于not ok 和ok的补充说明 。个人信息是讲师或助教，显示ok；修改为副教授，教授，研究院，副研究员，高级工程师，实验师，主任医师等等（下拉还有很多职称）。发现比讲师低的职称都是ok，比讲师高的职称，包括，研究院，主任医师等，都是notok。这说明什么？ 基金申请 经验体会"""
"没有漏洞 。一场误会，没有漏洞[LasteditedbyN相流on2021-8-8at22:43] 基金申请 经验体会"""
"氯吡格雷基因型测定标书 。各位虫友好，本人想申请医院的小课题，需要一个关于地区氯吡格雷基因型测定的基金课题标书或者模板，谁有的方便共享一个，十分感谢 基金申请 标书共享"""
"奔四的年纪，第一次申请基金，还跨口子了 。不知道说什么好。虽然院内上副高竞争，很多人没有基金，但是总觉这种形势已经是过去式。未来三年上职称，过考核也许大家都要有基金了，毕竟新进人员的考核都要求有基金。内心还是有点忐忑，毕竟大龄读博再次就业，在这条道路上，唯一的希望是上个副高了。其他也无所求。希望大龄从新启航的，都能顺利些。 基金申请 经验体会"""
"没有漏洞 。抱歉看错了，没有漏洞[LasteditedbyN相流on2021-8-8at22:44] 基金申请 经验体会"""
"这是怎么了？ 。申请了几次青基，都没有通过，一直在想是不是我研究的东西有点过于小众呢？不知道还应不应该坚持下去？还是换了方向从头开始？作为三无人员，看着周边认识的人，很早就有了消息，为他们高兴的同时，自己也是羡慕的。每天都跟自己说，不用再登录小木虫了，明明知道今年的希望又渺茫了，但是还是忍不住一次次的登录小木虫，希望从中能找到一丝丝证明，让自己相信还是可能有奇迹会发生。希望早点出结果吧~~金币不多，散了吧，希望大家都好运。 基金申请 经验体会"""
"个人信息管理研究建议啥意思？ 。请问国基金系统里个人信息管理有个研究建议啥意思呢？需要填吗？ 基金申请 自然科学基金申报"""
"维护持续中，祈福医学面上…… 。系统……proposal-prj-no持续维护中，祈福面上项目 基金申请 基金快讯"""
"游小木虫有感 。浏览了基金申请相关的帖子，强烈地反映出我国科研界的浮躁、迷茫和青椒们的无助。 基金申请 经验体会"""
"信息学部的重大仪器答辩通知了吗？ 。信息学部的重大仪器答辩通知了吗？谢谢 基金申请 自然科学基金申报"""
"大家的时间戳有变化吗？ 。大家的时间戳有变化吗？我的现在是8-4号，不知道能说明啥？ 基金申请 自然科学基金申报"""
"国自然 and 世界杯 。申国自然和踢世界杯很像，国家队中的球员类似于基金中的论文。你水平高，纸面实力强，不一定会赢得比赛进而出线，因为你有可能被分进\'死亡\'之组。 基金申请 自然科学基金申报"""
"如果这次青基以及在投的论文能中，愿意散尽所有金币来还愿 。如果这次青基以及在投的论文能中，愿意散尽所有金币来还愿 基金申请 自然科学基金申报  小木虫 论坛"""
"散金币，为基金祈福 。散100金币，期望基金高中，第二个面上项目。 基金申请 自然科学基金申报"""
"祈福 。临近放榜，我也来祈福！ 基金申请 祈福道贺"""
"中了教育部课题，申报了国自科的进！！！ 。先上结论：如果过几天国自科也被立项，教育部课题大概率被砍！原因：教育部文件明确规定“申请国家自然科学基金项目的申请人可以同时申报教育部一般项目，但在教育部一般项目批准立项前获得国家自然科学基金项目者视为在研项目，将取消教育部立项资格“。查阅往年立项时间发现，2016-2020年教育部课题公布立项结果时间均早于国自科，因此教育部课题和国自科可以兼得。今年的情况和2015年很像，2015年立项时间是9月10日，国自科公布是8月18日，因此近200项教育课题因申请人获国自科而被砍！有虫友可能会问教育部今年的立项不是已经公布了吗，其实还没有，这就不得不提教育部繁琐的程序，教育部课题一般先公布评审结果名... 基金申请 经验体会"""
"基金感觉大家今年没有去年焦虑 。去年大家都羡慕范进，给自己改名郑中基，中青基，钟国基等等。。。。。今年大家比较理性和平静最后祝自己和大家能高中！ 基金申请 经验体会"""
"在这特殊的日子里，祝福你我，愿如愿。 。在这特殊的日子里，祝福你我，愿如愿。 基金申请 自然科学基金申报"""
"这种情况 参加吗？ 。别人申报国社重大，想要我参与，不是子课题负责人的那种，大家都懂。不熟，题目方向也差得有些远，但拒绝的话又担心得罪人，毕竟一个学校的。这种情况比较头疼，想听听虫友们的意见，谢谢！ 基金申请 社科基金"""
"祈福 。为自己的青基祈福保佑感恩！ 基金申请 自然科学基金申报"""
"今年如果中，本人为各位虫友表演赤手逮赤练蛇！！ 。今年如果中，本人为各位虫友表演赤手逮赤练蛇！！'c:\\users\\administrator\\desktop\\无标题.png'[lasteditedbystorm1381on2021-8-7at16:10]不知道怎么上传图片，赤练大哥就住在办公室楼下竹林里面，刚和他老人家打招呼了。他说OK。[Lasteditedbystorm1381on2021-8-7at16:17] 基金申请 其他"""
"期待 。期待 基金申请 祈福道贺  小木虫 论坛"""
"2021海外优青，大佬说“已通过” 。RT,认识的大佬是主审专家，告诉我说“你的申请已经通过”。请问，这是保险了吗还是仍有变数？比如，听说会评结果有“优先支持”和“支持”，其中“支持”的申请里面只有一部分可以得到最终支持。 基金申请 海外与留学回国基金"""
"今天科室聚会大哭一场 。虽然有点丢人，但是领导在大家面前一直说科研你要努力啊，不满意啊，所以平常骂你最多埃瞬间就爆发了，科里活最多，被骂最多，文章最多，收病人最多，带教最多，感觉心好累，不想干了。今年青年第三次了，希望能中啊 基金申请 自然科学基金申报"""
"这样的kyzy阅读量变化曲线，希望能中。。。 。这样的kyzy阅读量变化曲线，希望能中。。。 基金申请 自然科学基金申报  小木虫 论坛"""
"35岁生日 。上一次在小木虫发主题帖还是10年前，一晃就10年了。今天刚好是35岁生日，照了照镜子，发现两鬓已经有白发了，也许人生有些过于执著了。第三次申请青年，人生的最后一次国青年了。这次真的全力以赴了，感动了自己，若干年后回想起也没有什么遗憾了。谋事在人，成事在天，剩下的就交给上天了，天道酬勤。 基金申请 自然科学基金申报"""
"一大早上收到创新城，一口老血差点吐出来 。一大早上收到创新城，一口老血差点吐出来 基金申请 基金快讯  小木虫 论坛"""
"看得出来大家都很辛苦 。蹲在基金区一个月了，代码啊，心电图啊，kyzy啊，时间戳啊，各种折腾投票啊，讨论啊，祈福啊还有眼皮跳的，做恶梦的，寺里求签的，手抓赤链蛇的。。。。大家是挺辛苦的了，作为三无人员，给大家发点金币，降降压吧。。。 基金申请 其他"""
"几家欢喜几家愁 。看看论坛，有些人已经知道了，但是我们还是没消息。问科技处，他们说他们也不知道。问其他人，说是没消息基本被KO明天继续吧。 基金申请 基金快讯"""
"关于ok 和not ok 投票 。小弟之前开了一个前后缀投票，事实证明关系不大，现对ok连接投票，欢迎大家参与。登录自己的账号，在点击这个链接'https://isisn.nsfc.gov.cn/egrantweb/proposal/search-prj-no#opennewwindow'会有resultok或notok副研以下的在个人信息里改一下职称为副研以上在点击该链接个人观点推测·：有朋友以前是notok现在变成ok应该是大概率中了第一次副研以下的朋友，改一下职称如果改了还是ok也应该是大概率中了因为第一次申请默认是中了ok的那改变职称变notok就可能是现在的结果挂钩，如果还是ok说明保持默认即中了[lastedite... 基金申请 其他"""
"三无人员，第一次申请，祈福青基 。工材口，第一次申请青基，没有任何消息来源，不知是否上会。现在青椒都是非升即走，压力巨大，为自己祈福，也祝今年一同申请国自然的大家好运。 基金申请 自然科学基金申报"""
"晒一晒KYZY的阅读情况 。基金马上放榜了，和大家一样心情非常焦虑。最近大家都在讨论从代码和各种信息解读基金情况。我看到可以通过KYZY看下自己被关注的情况，好奇登录看了下，确实有些信息可以说明问题。我的信息在7月24集中被查看了二十几次，而且都在北京被查看的，说明上会期间确实有评阅专家登录查看了我的论文发表情况。目前还没有任何消息，也是焦虑中。不过如果这段时间没被重点关注也不能说没上会，或许直接3A过了就不需要上会讨论了。以上信息仅供大家参考。希望大家都能中哈。QQ图片20210807162038.png 基金申请 自然科学基金申报"""
"KYZY 通知：“你好，你有1个最新的基金机会待申请” 。KYZY通知：“你好，你有1个最新的基金机会待申请”凉了凉了 基金申请 自然科学基金申报"""
"居然到现在才发现有未确认 。今天查看基金系统，居然有个项目参与确认按钮，点击进去查看，居然有一个博士生未确认，问他他说确认了，之前基金委审核也没有反馈给我说审核不通过埃晕倒啊 基金申请 自然科学基金申报"""
"散金币 。散金币 基金申请 其他  小木虫 论坛"""
"2021年国家自然科学基金放榜时间？？？？ 。请问2021年国家自然科学基金放榜时间？？？？ 基金申请 自然科学基金申报"""
"中称，今年申请了青基，目前么有消息，7月份是not OK，现在是OK 。希望有多少？权当娱乐吧 基金申请 基金快讯"""
"好运 。期待今年能上基金 基金申请 基金快讯"""
"右眼皮跳跳 。从上周开始右眼一直在跳，一个礼拜了还没好，是不是有凶兆基金八成晾凉了 基金申请 其他"""
"请问今年的重大仪器研制项目有消息吗 。请问今年的重大仪器研制项目发答辩通知了吗，19年好像是6月底发的，今年至今没消息。。。。。 基金申请 自然科学基金申报"""
"工科需要的是实际瓶颈问题为导向的应用基础研究 。现在科技部明确了要分学科门类进行分别评价，工科和理科的基础科研人员虽然都是在从事基础研究，但要分类评价，理科是纯基础研究，工科需要的是实际瓶颈问题为导向的应用基础研究，各高校不应将二者混淆在一起进行评价评审工科的科研项目，首先要看申请人的申请书是否真的搞明白了自己所从事领域的当前实际瓶颈问题？ 基金申请 自然科学基金申报"""
"轮到面上了，再一次散尽金币祈求好运 。轮到面上了，再一次散尽金币祈求好运，感觉就是给自己一个祈福吧 基金申请 自然科学基金申报"""
"帮问：国自然区域联合基金通知答辩了么？ 。RT，帮同事问的，他刚注册小木虫，金币还不够发帖...请了解的大佬解答一下 基金申请 自然科学基金申报"""
"中国社会科学英文版The Journal of Chinese Sociology终于被ESCI收录了 。中国社会科学英文版TheJournalofChineseSociology终于被ESCI收录了，表明中国的社会科学研究水平有了巨大的提升 基金申请 基金快讯"""
"猜一个放榜时间 。猜一个放榜时间 基金申请 自然科学基金申报  小木虫 论坛"""
"祈福国社科 。祈福国社科 基金申请 社科基金  小木虫 论坛"""
"轮到面上了，再一次散尽金币祈求好运，祈福祈福，也祝福各位 。轮到面上了，再一次散尽金币祈求好运，居然手生都不会发金币了，请求原谅 基金申请 基金快讯"""
"海外优青时间戳有变化吗？从变成7月20日之后至今没变过，你们呢？ 。如题。7月20日之前频繁变动过，之后没有任何变动，这是要凉凉的节奏吗？ 基金申请 自然科学基金申报"""
"如果做科研能像奥运选手那么牛就好了 。如果做科研能像奥运选手那么牛就好了 基金申请 其他  小木虫 论坛"""
"大家有能下载小木虫文件的吗，教教我啊 。不知道怎么下载不了 基金申请 其他"""
"海外优青现在没任何消息的就是没上的？ 。今年国家第一年开海外优青，现在知乎等的言论趋于“现在没收到消息基本就是坏消息‘’，看到后更慌了。官方消息还没公布，不是每个人都能打听到，难道真的没消息的就是没上的？大家怎么看？ 基金申请 其他"""
"提高资助率 。昨天做梦基金挂了，真是很艰难呀。希望可以提高一些资助率， 基金申请 我给基金委提意见"""
"国家社科基金年度项目什么时候公示 。现在是不是只有国家社科基金年度项目还没公布啦？估计下周会不会公布呢？今年只申报了这一个，着只能申报这一个，焦急等待中，又心里不安，花功夫写了本子又怕颗粒无收…… 基金申请 社科基金"""
"之前是not ok，现在变成ok了，是好还是坏？ 。'https://isisn.nsfc.gov.cn/egrantweb/proposal/search-prj-no' 基金申请 基金快讯"""
"散金币啦！ 。拿到第三个教育部人文社科项目，感谢这十多年来虫友的相伴相随！也祝虫友们都是项目高中、成果多多！ 基金申请 社科基金"""
"今年的国家自然和教育部人文社科不能同时立项么？ 。如题，有没有知道的大佬回复一下？如果真是不能同时立项，那对国自然的期待就下降了很多碍… 基金申请 自然科学基金申报"""
"网报学科会评的方式 。大家是否知道今年网报学科的会评方式呢？没有交纸质稿的，是直接在电脑面前打分还是与以往一样分组会评呢？ 基金申请 社科基金"""
"有没有到现在时间戳还没变成8月4日的？ 。有没有到现在时间戳还没变成8月4日的？ 基金申请 自然科学基金申报  小木虫 论坛"""
"基金放榜的形式 。请问各位大神，基金放榜会以什么样的形式通知你，基金委官网上会有消息么？ 基金申请 经验体会"""
"数理学部的新闻 。'http://mathphys.nsfc.gov.cn/found/index/news_detail/id/432.html'2021年7月15-17日面上青年地区评审新闻稿“强调了项目评审工作的要求，重点排查代表作署名不规范、高相似度的项目”明确说了重点排查代表作。。。大家7.15前后是否有kyzy的阅读量变化？ 基金申请 自然科学基金申报"""
"教育部人文还愿，循序渐进 。入职即将满一年的小青椒“非升即走”明晓自身积淀不足，只得“按部就班”、“循序渐进”教育部侥幸得中，不枉寒假（春节）办公室独酌感谢诸多虫友分享经验与信息愿大家各种基金各种中PS：也想假期陪家人出去玩耍，但“现实生活”总会无时无刻地提醒我们，再等等...那就只好锻炼身体，活久一点咯 基金申请 社科基金"""
"弱弱的问一句 。中了国家社科和没中差别有多大？具体有什么用呢？ 基金申请 社科基金"""
"据说下周五（13号）能公布？ 。据说下周五（13号）能公布？ 基金申请 自然科学基金申报  小木虫 论坛"""
"第四次青基祈福 。今年第四次申请了，双非学校，三无人员，毫无消息！焦虑之余，缓解一下压力！虽然希望渺茫，还是祈福一下吧！ 基金申请 祈福道贺"""
"散金 。散金 基金申请 自然科学基金申报  小木虫 论坛"""
"卷了躺了 。读完本科读硕士读完硕士读博士博后出站要PK有幸获胜得“tenure”离岸还有小6年拼命游去心忐忑升完中级升副高副高之后搏正高遥遥无期需努力练得一身好武艺无奈LD是关键发完3分发5分发完10分发20CNS渐增多群主一震破几维到手之货显寒碜5000一平未留意涨到一万再等等2万冒头开始急5万左右干瞪眼10万一平直躺平 基金申请 经验体会"""
"心电图至今一直还在跳动 。大家的心电图是不是在会评后就变成直线不再跳动了，我的为什么直到现在还在跳？ 基金申请 疑难解答"""
"心电图北京阅读20多次，为什么呢？ 。心电图北京阅读20多次，为什么呢？ 基金申请 自然科学基金申报  小木虫 论坛"""
"希望基金能中 。以前申请各类基金都顺风顺水通过，希望这次也是，职业生涯最关键的一个节点，好运~ 基金申请 祈福道贺"""
"国自科 and 高考 。一年一度的国自然即将揭榜，和等待当年高考成绩的感觉一样。国自然似乎成了科研圈的\'高考\' 基金申请 自然科学基金申报"""
"阅读量和心电图不一致 。为啥我的阅读量显示有8次，其中7次来自北京，而近两个月的心电图确一直是平平的0次，有懂行的大神给解答一下！ 基金申请 疑难解答"""
"唐僧rou 。灰太狼与喜洋洋里面，灰太狼一直孜孜以求，想吃羊肉，却始终没有吃到。无论他设了多少计谋，使了无数大招，多么地信誓旦旦，却始终吃不到羊。这是剧本的安排与艺术的套路，若他轻易吃到了肉，剧也就终了。有影评者说，这个套路很像日本的某剧，大红大紫了好一阵，总没有剧终，也讨得了观众的欢喜。我以为，西游记里的唐僧肉，应算是这一套路的鼻祖之一。唐僧肉很好吃，大家都想吃，却始终没人吃到。记得最严重的一次，唐僧已被五花大绑，柴烧上了，锅已架起，水都烧开了，唐大人仍躲过一劫。白白让小朋友们心如刀绞，担惊受怕了一番。西游记里的唐僧肉，是真的唐僧肉。现实生活里，funding有时也会变成唐僧肉。最近得知，庸才精英们，可以... 基金申请 经验体会"""
"单纯散金 。单纯散金 基金申请 自然科学基金申报  小木虫 论坛"""
"608C, f02,202102, 梯子，同代码的来互相支持祝福下！ 。在等待开奖时，同代码，同梯子的互相祝福下！本人申请医学口的面上项目！ 基金申请 经验体会"""
"等公布 。听说很可能没中了，还是不死心怎么破再等一周就谜底揭晓了... 基金申请 祈福道贺"""
"焦虑等待放榜 。第二年申报青年基金，今年换了一个口来申报，不懂是好还是坏，每天都在焦虑中等待。祈祷顺利 基金申请 祈福道贺"""
"国青公示？有靠谱点的消息吗？ 。等通知，等的花都谢了 基金申请 自然科学基金申报"""
"欢迎申报国家重点室“煤炭清洁高效利用”开放课题！ 。欢迎各位专家申报重庆大学“煤矿灾害动力学与控制国家重点实验”开放课题！1、本课题需高级职称或获得博士学位的非固定研究人员，联合实验室固定研究人员共同申报。2、结题学术论文第1署名单位为国重实验室，2篇及以上SCI论文。3、本人是实验室固定研究成员，研究方向为煤热解、洁净煤技术、煤炭浮眩4、有意向申报“煤炭清洁高效利用”开放课题的老师请通过发邮件的方式联系，将研究方向、个人简历及拟申报相关材料发送邮箱'ehucqu.edu.cn'；截止日期2021年8月22日。开发课题相关信息'http://sklcmddc.cqu.edu.cn/info/1086/2647.html' 基金申请 其他"""
"kyzy阅读记录，能说明什么问题 。kyzy阅读记录，能说明什么问题 基金申请 自然科学基金申报  小木虫 论坛"""
"之友新发现 。从“管理”-“”添加成果“-“第三方导入”路径进入之友，首页经常有基金推荐和论文推荐，而会评之前从未有这种现象，其中是否隐藏着是否中标的结果？各位虫友看看是否是这样？ 基金申请 经验体会"""
